# Freq,Mag1,Mag2,V1,V2,Zr,Zi,Ar,Ai
2.180632724932949059e+05,-8.928906453992186698e+01,-7.676369608083751928e+01,2.170584856108742403e-05,9.180053064754654251e-05,-1.412263433796346703e+02,7.826910054718530318e+01,-5.417003983081734170e-03,-3.002159648618839098e-03
2.431233278924521874e+05,-8.889695605193108463e+01,-7.276165406113261724e+01,2.270817294098411782e-05,1.455282452046413881e-04,7.278357977195106798e+01,-2.604528740431293272e+02,9.952200976686461763e-04,3.561351826269678039e-03
2.710633106146673090e+05,-8.991433640494420843e+01,-8.469902362654843841e+01,2.019822358903800629e-05,3.681957865422169445e-05,-3.855889358589300286e+01,1.435864311302016461e+01,-2.277603634395532206e-02,-8.481389038394971866e-03
3.022141848678793758e+05,-9.069790775915154768e+01,-8.578996424982244662e+01,1.845587362402791547e-05,3.247370066759564504e-05,2.038140002507641313e+01,-3.204403858255102477e+01,1.413194486161719991e-02,2.221852207576439572e-02
3.369449496069672168e+05,-9.149206355157301118e+01,-9.151103897407344334e+01,1.684328580716795565e-05,1.680652968668318824e-05,-1.088394428317619039e-01,-7.750423892932815570e-03,-9.141490771985814945e+00,6.509628003676980468e-01
3.756670095259593218e+05,-1.024661889098527041e+02,-7.781298272809732453e+01,4.761245225561765259e-06,8.135436493557891510e-05,7.485528629244042804e+02,-2.943294194201018286e+02,1.157028996277764546e-03,4.549413803538537664e-04
4.188390483691614936e+05,-9.515032676036241810e+01,-7.663883582186497279e+01,1.105385230871349858e-05,9.312970013132728525e-05,-5.687023575641006090e+01,3.668727986109282142e+02,-4.126118240898544727e-04,-2.661779973837065209e-03
4.669724622882076073e+05,-9.246591258841934291e+01,-7.626370283304427744e+01,1.505685840278649410e-05,9.723997846955897951e-05,-2.523254738673139741e+02,1.039774243715451405e+02,-3.387853635080626240e-03,-1.396055220761012331e-03
5.206374176060876925e+05,-1.026870597828660010e+02,-7.692030946018515181e+01,4.641699343702728827e-06,9.016012863317741032e-05,-7.921588296561766356e+02,-4.702006928576380460e+02,-9.334843423341348308e-04,5.540870947910469559e-04
5.804696047456435626e+05,-9.691816504238943253e+01,-8.425724497927481593e+01,9.018239058455405064e-06,3.874072524852997839e-05,-1.584684465853688380e+02,4.520846665302855882e+01,-5.835473978175217784e-03,-1.664765676899793070e-03
6.471777683264687657e+05,-9.696137109157723444e+01,-7.242630067757501422e+01,8.973491196583783971e-06,1.512568186658060749e-04,-2.568602005190909310e+01,-7.923817492657694856e+02,-4.086690679943723396e-05,1.260693210990951720e-03
7.215521026282845996e+05,-9.491284998575784471e+01,-6.950557963227483071e+01,1.136023973482346894e-05,2.117147002866506345e-04,7.252286465997336791e+02,5.016527012812350677e+02,9.326355889148704465e-04,-6.451195284187111190e-04
8.044736118695954792e+05,-9.995765437980989532e+01,-5.534578867836734162e+01,6.355464199534685961e-06,1.080788118658891801e-03,5.852696637692929471e+03,6.098867601828313127e+03,8.191289929219538264e-05,-8.535824741839400525e-05
8.969245461791876005e+05,-1.018749476888712024e+02,-6.248974888431539654e+01,5.096624190495779732e-06,4.748348121846070993e-04,-4.590750337830403623e+03,4.020920281836069421e+02,-2.161709467210408213e-04,-1.893385786745104658e-05
1.000000036880198051e+06,-1.038248089103318961e+02,-6.770310267399787563e+01,4.071829178234394652e-06,2.605402718549086703e-04,1.908513571894209917e+03,-2.505130282741689371e+03,1.924273023974852593e-04,2.525816266445462979e-04
